id,eff_dtimes,policy_group_id,name,descr,policy_file_id,policy_type,version,policy_schema,valid_from_date,valid_to_date,is_active,cr_by,cr_dtimes,upd_by,upd_dtimes
mpolicy-default-misp,11-10-2022 05:55,mpolicygroup-default-misp,mpolicy-default-misp,mpolicy-default-misp,"{""allowAuthRequestDelegation"":false,""allowKycRequestDelegation"":false}",MISP,1,https://schemas.mosip.io/v1/misp-policy,now(),4/28/2025 9:37,TRUE,admin,now(),admin,now()
