id,name,descr,user_id,is_active,cr_by,cr_dtimes,upd_by,upd_dtimes
mpolicygroup-default-misp,mpolicygroup-default-misp,mpolicygroup-default-misp,superadmin,TRUE,superadmin,now(),superadmin,now()
